epoch,accuracy,loss,val_accuracy,val_loss
0,0.47079989314079285,1.1920521259307861,0.5244956612586975,1.1199254989624023
1,0.6498754620552063,0.8553287982940674,0.5533141493797302,1.0923151969909668
2,0.7329089641571045,0.6839802861213684,0.559077799320221,1.08045494556427
3,0.7788541316986084,0.5630521178245544,0.5446686148643494,1.2886039018630981
4,0.8189870119094849,0.4761737883090973,0.559077799320221,1.3388198614120483
5,0.8635482788085938,0.3699921667575836,0.5561959743499756,1.3333089351654053
6,0.8901190161705017,0.29873722791671753,0.5734870433807373,1.3685981035232544
7,0.9094935059547424,0.2627279460430145,0.5821325778961182,1.5319057703018188
8,0.92084139585495,0.2265947312116623,0.5850144028663635,1.4484554529190063
9,0.9385552406311035,0.18413032591342926,0.5734870433807373,1.7946836948394775
10,0.9368945360183716,0.1797555685043335,0.5619596838951111,1.729927897453308
11,0.9443675875663757,0.15933436155319214,0.5504322648048401,1.7701524496078491
12,0.9554386734962463,0.12968190014362335,0.5821325778961182,1.89885413646698
13,0.9640188217163086,0.11313732713460922,0.579250693321228,1.7772835493087769
14,0.9598671197891235,0.11702939122915268,0.5706051588058472,2.025663375854492
15,0.9526709318161011,0.13880649209022522,0.5533141493797302,1.9708555936813354
16,0.9648491740226746,0.10428397357463837,0.5821325778961182,2.1173346042633057
17,0.9709382653236389,0.08312080055475235,0.5850144028663635,2.16776442527771
18,0.9659562706947327,0.10724228620529175,0.5561959743499756,2.064875602722168
19,0.973429262638092,0.08014460653066635,0.5734870433807373,2.3358659744262695
20,0.9692776203155518,0.08764348924160004,0.5821325778961182,2.465369939804077
21,0.9712150692939758,0.08208563923835754,0.5878962278366089,2.2659733295440674
22,0.975643515586853,0.06608166545629501,0.5821325778961182,2.2541818618774414
23,0.9775809645652771,0.06244167312979698,0.5763688683509827,2.389819860458374
24,0.9792416095733643,0.055359646677970886,0.5561959743499756,2.497913122177124
